Trip_ID,Dispatch_Date,Plant_ID,Plant_Name,Destination,Route,Product_ID,Product_Name,Quantity_Tons,Vehicle_ID,Vehicle_Type,Vehicle_Capacity_Tons,Transporter_ID,Transporter_Name,Loading_Start_Time,Loading_End_Time,Weighbridge_Time,Gate_Out_Time,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delay_Days,Delay_Reason,Freight_Cost,Distance_KM,On_Time_Flag
TRIP010443,2025-03-21,PL01,Pune Manufacturing Unit,Jaipur,Pune - Jaipur,PD05,Auto Components,16.32,VH049,Container 20ft,18,TR07,Om Sai Transport,2025-03-21 10:08,2025-03-21 12:27,2025-03-21 13:21,2025-03-21 13:33,2025-03-23,2025-03-23,On Time,0,Not Applicable,49578.38,1267,1
TRIP001220,2025-03-21,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD01,Steel Coils,16.11,VH042,Container 32ft SXL,22,TR12,Trident Transport Services,2025-03-21 07:47,2025-03-21 10:15,2025-03-21 11:14,2025-03-21 11:40,2025-03-23,2025-03-22,On Time,0,Not Applicable,52348.68,1356,1
TRIP005701,2025-03-21,PL02,Chennai Production Plant,Kolkata,Chennai - Kolkata,PD06,Electrical Cables,16.8,VH024,Container 20ft,18,TR14,Coastal Cargo Carriers,2025-03-21 09:44,2025-03-21 12:20,2025-03-21 12:51,2025-03-21 13:06,2025-03-23,2025-03-22,On Time,0,Not Applicable,69665.92,1661,1
TRIP005177,2025-03-22,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD03,Cement Bags,18.04,VH040,Container 32ft SXL,22,TR06,Ganesh Roadlines,2025-03-22 08:46,2025-03-22 11:01,2025-03-22 11:20,2025-03-22 11:34,2025-03-23,2025-03-24,Delayed,1,Driver Unavailability,32792.56,744,0
TRIP005100,2025-03-22,PL02,Chennai Production Plant,Nagpur,Chennai - Nagpur,PD06,Electrical Cables,25.3,VH013,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-03-22 09:01,2025-03-22 12:14,2025-03-22 12:44,2025-03-22 13:27,2025-03-24,2025-03-23,On Time,0,Not Applicable,74402.29,1291,1
TRIP005355,2025-03-23,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD04,PVC Granules,22.47,VH016,Container 32ft MXL,28,TR15,Apex Logistics India,2025-03-23 08:02,2025-03-23 10:24,2025-03-23 10:41,2025-03-23 11:01,2025-03-24,2025-03-23,On Time,0,Not Applicable,30074.78,533,1
TRIP000178,2025-03-23,PL04,Vadodara Processing Plant,Mumbai,Vadodara - Mumbai,PD01,Steel Coils,20.12,VH040,Container 32ft SXL,22,TR06,Ganesh Roadlines,2025-03-23 06:45,2025-03-23 07:36,2025-03-23 08:18,2025-03-23 08:28,2025-03-24,2025-03-24,On Time,0,Not Applicable,24606.34,553,1
TRIP001502,2025-03-23,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD05,Auto Components,8.44,VH027,Open Truck 6 Tyre,9,TR13,Punjab Truck Union,2025-03-23 08:48,2025-03-23 11:03,2025-03-23 11:33,2025-03-23 11:46,2025-03-24,2025-03-24,On Time,0,Not Applicable,17355.58,774,1
TRIP011957,2025-03-23,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD02,Steel Pipes,20.03,VH009,Container 32ft SXL,22,TR10,Metro Freight Carriers,2025-03-23 07:01,2025-03-23 08:15,2025-03-23 09:14,2025-03-23 09:30,2025-03-24,2025-03-24,On Time,0,Not Applicable,30054.4,636,1
TRIP011061,2025-03-23,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD08,Textile Rolls,25.77,VH022,Container 32ft MXL,28,TR02,Shree Balaji Logistics,2025-03-23 07:05,2025-03-23 10:02,2025-03-23 10:44,2025-03-23 11:10,2025-03-24,2025-03-24,On Time,0,Not Applicable,39557.09,713,1
TRIP011714,2025-03-24,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD05,Auto Components,23.94,VH045,Container 32ft MXL,28,TR18,Deccan Transport Co.,2025-03-24 06:51,2025-03-24 08:41,2025-03-24 09:23,2025-03-24 09:53,2025-03-25,2025-03-24,On Time,0,Not Applicable,29577.3,483,1
TRIP007092,2025-03-24,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD01,Steel Coils,17.84,VH031,Container 20ft,18,TR17,United Freight Corporation,2025-03-24 07:14,2025-03-24 10:10,2025-03-24 10:48,2025-03-24 11:21,2025-03-25,2025-03-27,Delayed,2,Customer Site Congestion,35451.66,802,0
TRIP011696,2025-03-24,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD05,Auto Components,9.0,VH027,Open Truck 6 Tyre,9,TR13,Punjab Truck Union,2025-03-24 10:42,2025-03-24 13:19,2025-03-24 13:34,2025-03-24 14:12,2025-03-26,2025-03-26,On Time,0,Not Applicable,30955.62,1413,1
TRIP001218,2025-03-25,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD05,Auto Components,15.67,VH024,Container 20ft,18,TR14,Coastal Cargo Carriers,2025-03-25 06:32,2025-03-25 08:24,2025-03-25 08:42,2025-03-25 09:06,2025-03-26,2025-03-25,On Time,0,Not Applicable,19187.75,510,1
TRIP001744,2025-03-25,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD08,Textile Rolls,19.23,VH047,Container 32ft SXL,22,TR07,Om Sai Transport,2025-03-25 09:50,2025-03-25 12:14,2025-03-25 13:07,2025-03-25 13:21,2025-03-26,2025-03-26,On Time,0,Not Applicable,35894.48,794,1
TRIP002752,2025-03-26,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD06,Electrical Cables,7.19,VH060,Open Truck 6 Tyre,9,TR15,Apex Logistics India,2025-03-26 09:53,2025-03-26 11:48,2025-03-26 12:19,2025-03-26 12:52,2025-03-27,2025-03-27,On Time,0,Not Applicable,14603.89,756,1
TRIP005077,2025-03-26,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD07,Packaged Tiles,25.65,VH038,Container 32ft MXL,28,TR07,Om Sai Transport,2025-03-26 09:50,2025-03-26 12:28,2025-03-26 13:05,2025-03-26 13:48,2025-03-29,2025-03-29,On Time,0,Not Applicable,132726.53,2105,1
TRIP006828,2025-03-26,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD08,Textile Rolls,10.6,VH012,Open Truck 10 Tyre,16,TR12,Trident Transport Services,2025-03-26 08:20,2025-03-26 10:02,2025-03-26 10:58,2025-03-26 11:13,2025-03-28,2025-03-28,On Time,0,Not Applicable,55667.08,2208,1
TRIP005266,2025-03-26,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD08,Textile Rolls,17.06,VH023,Container 32ft SXL,22,TR14,Coastal Cargo Carriers,2025-03-26 06:50,2025-03-26 09:34,2025-03-26 10:23,2025-03-26 11:02,2025-03-27,2025-03-27,On Time,0,Not Applicable,31001.15,759,1
TRIP009800,2025-03-26,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD02,Steel Pipes,13.46,VH021,Open Truck 10 Tyre,16,TR02,Shree Balaji Logistics,2025-03-26 09:11,2025-03-26 10:02,2025-03-26 10:39,2025-03-26 11:03,2025-03-27,2025-03-27,On Time,0,Not Applicable,22944.26,711,1
TRIP011335,2025-03-27,PL04,Vadodara Processing Plant,Bhopal,Vadodara - Bhopal,PD07,Packaged Tiles,18.81,VH044,Container 32ft SXL,22,TR07,Om Sai Transport,2025-03-27 07:31,2025-03-27 10:35,2025-03-27 11:13,2025-03-27 11:48,2025-03-28,2025-03-28,On Time,0,Not Applicable,27484.32,597,1
TRIP002975,2025-03-27,PL03,Ludhiana Fabrication Unit,Guwahati,Ludhiana - Guwahati,PD07,Packaged Tiles,35.0,VH055,Trailer 40ft,35,TR09,Sunrise Logistics Solutions,2025-03-27 08:35,2025-03-27 10:23,2025-03-27 10:59,2025-03-27 11:29,2025-03-29,2025-03-29,On Time,0,Not Applicable,166035.28,2122,1
TRIP003015,2025-03-27,PL06,Indore Manufacturing Unit,Kolkata,Indore - Kolkata,PD08,Textile Rolls,16.49,VH025,Container 32ft SXL,22,TR13,Punjab Truck Union,2025-03-27 07:31,2025-03-27 10:24,2025-03-27 11:04,2025-03-27 11:32,2025-03-29,2025-03-28,On Time,0,Not Applicable,50354.14,1260,1
TRIP002352,2025-03-27,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD06,Electrical Cables,14.38,VH029,Open Truck 10 Tyre,16,TR17,United Freight Corporation,2025-03-27 06:02,2025-03-27 08:00,2025-03-27 08:42,2025-03-27 08:54,2025-03-28,2025-03-28,On Time,0,Not Applicable,23627.07,727,1
TRIP002320,2025-03-28,PL03,Ludhiana Fabrication Unit,Delhi NCR,Ludhiana - Delhi NCR,PD05,Auto Components,9.0,VH037,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-03-28 10:55,2025-03-28 12:43,2025-03-28 13:05,2025-03-28 13:48,2025-03-29,2025-03-28,On Time,0,Not Applicable,7407.24,288,1
TRIP006082,2025-03-28,PL02,Chennai Production Plant,Guwahati,Chennai - Guwahati,PD05,Auto Components,19.46,VH047,Container 32ft SXL,22,TR07,Om Sai Transport,2025-03-28 08:03,2025-03-28 09:20,2025-03-28 09:38,2025-03-28 10:05,2025-03-31,2025-03-31,On Time,0,Not Applicable,120467.97,2782,1
TRIP007590,2025-03-29,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD04,PVC Granules,7.91,VH060,Open Truck 6 Tyre,9,TR15,Apex Logistics India,2025-03-29 10:44,2025-03-29 12:19,2025-03-29 12:55,2025-03-29 13:11,2025-03-31,2025-03-31,On Time,0,Not Applicable,28397.58,1337,1
TRIP001644,2025-03-30,PL01,Pune Manufacturing Unit,Nagpur,Pune - Nagpur,PD02,Steel Pipes,24.78,VH002,Container 32ft MXL,28,TR06,Ganesh Roadlines,2025-03-30 08:54,2025-03-30 10:56,2025-03-30 11:29,2025-03-30 11:59,2025-03-31,2025-03-31,On Time,0,Not Applicable,27258.69,463,1
TRIP001982,2025-03-30,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD01,Steel Coils,9.0,VH043,Open Truck 6 Tyre,9,TR11,Reliable Roadways,2025-03-30 08:30,2025-03-30 09:36,2025-03-30 09:53,2025-03-30 10:05,2025-03-31,2025-04-01,Delayed,1,Weather Conditions,17895.27,756,0
TRIP007189,2025-03-31,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD01,Steel Coils,10.63,VH050,Container 20ft,18,TR18,Deccan Transport Co.,2025-03-31 08:53,2025-03-31 11:41,2025-03-31 12:36,2025-03-31 13:18,2025-04-01,2025-04-01,On Time,0,Not Applicable,22346.58,818,1
TRIP009742,2025-04-01,PL06,Indore Manufacturing Unit,Jaipur,Indore - Jaipur,PD08,Textile Rolls,19.46,VH039,Container 32ft SXL,22,TR05,Speedway Logistics Pvt Ltd,2025-04-01 07:36,2025-04-01 08:39,2025-04-01 09:20,2025-04-01 09:31,2025-04-02,2025-04-01,On Time,0,Not Applicable,24388.42,467,1
TRIP003884,2025-04-01,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD01,Steel Coils,16.46,VH001,Container 20ft,18,TR16,Shakti Road Carriers,2025-04-01 06:19,2025-04-01 08:49,2025-04-01 09:44,2025-04-01 10:27,2025-04-03,2025-04-02,On Time,0,Not Applicable,54847.29,1283,1
TRIP005139,2025-04-01,PL06,Indore Manufacturing Unit,Guwahati,Indore - Guwahati,PD04,PVC Granules,16.28,VH054,Container 20ft,18,TR13,Punjab Truck Union,2025-04-01 07:01,2025-04-01 09:10,2025-04-01 09:47,2025-04-01 10:15,2025-04-03,2025-04-03,On Time,0,Not Applicable,77833.92,1845,1
TRIP010117,2025-04-02,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD03,Cement Bags,12.9,VH052,Open Truck 10 Tyre,16,TR17,United Freight Corporation,2025-04-02 07:18,2025-04-02 08:50,2025-04-02 09:46,2025-04-02 10:11,2025-04-04,2025-04-04,On Time,0,Not Applicable,61451.09,2155,1
TRIP004309,2025-04-02,PL02,Chennai Production Plant,Mumbai,Chennai - Mumbai,PD07,Packaged Tiles,24.76,VH015,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-04-02 09:14,2025-04-02 11:42,2025-04-02 12:23,2025-04-02 12:36,2025-04-04,2025-04-04,On Time,0,Not Applicable,77379.48,1254,1
TRIP002454,2025-04-02,PL02,Chennai Production Plant,Bhopal,Chennai - Bhopal,PD08,Textile Rolls,9.0,VH037,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-04-02 08:21,2025-04-02 11:04,2025-04-02 11:52,2025-04-02 12:05,2025-04-04,2025-04-03,On Time,0,Not Applicable,36977.52,1593,1
TRIP005703,2025-04-03,PL04,Vadodara Processing Plant,Jaipur,Vadodara - Jaipur,PD03,Cement Bags,26.28,VH022,Container 32ft MXL,28,TR02,Shree Balaji Logistics,2025-04-03 08:54,2025-04-03 12:05,2025-04-03 12:33,2025-04-03 12:53,2025-04-04,2025-04-05,Delayed,1,Driver Unavailability,41018.2,664,0
TRIP002465,2025-04-03,PL02,Chennai Production Plant,Kolkata,Chennai - Kolkata,PD02,Steel Pipes,16.0,VH053,Open Truck 10 Tyre,16,TR09,Sunrise Logistics Solutions,2025-04-03 07:42,2025-04-03 09:40,2025-04-03 10:15,2025-04-03 10:42,2025-04-05,2025-04-05,On Time,0,Not Applicable,57153.15,1548,1
TRIP009918,2025-04-03,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD03,Cement Bags,19.26,VH044,Container 32ft SXL,22,TR07,Om Sai Transport,2025-04-03 07:27,2025-04-03 09:47,2025-04-03 10:23,2025-04-03 10:40,2025-04-04,2025-04-04,On Time,0,Not Applicable,25035.06,526,1
TRIP000701,2025-04-03,PL04,Vadodara Processing Plant,Guwahati,Vadodara - Guwahati,PD08,Textile Rolls,15.02,VH042,Container 32ft SXL,22,TR12,Trident Transport Services,2025-04-03 08:27,2025-04-03 10:07,2025-04-03 11:04,2025-04-03 11:35,2025-04-06,2025-04-05,On Time,0,Not Applicable,79775.31,2355,1
TRIP003133,2025-04-03,PL01,Pune Manufacturing Unit,Patna,Pune - Patna,PD06,Electrical Cables,23.4,VH020,Container 32ft MXL,28,TR01,Bharat Road Carriers,2025-04-03 08:59,2025-04-03 10:48,2025-04-03 11:33,2025-04-03 12:14,2025-04-05,2025-04-05,On Time,0,Not Applicable,85994.27,1665,1
TRIP006146,2025-04-04,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD05,Auto Components,25.71,VH017,Container 32ft MXL,28,TR06,Ganesh Roadlines,2025-04-04 06:52,2025-04-04 08:59,2025-04-04 09:31,2025-04-04 10:03,2025-04-06,2025-04-06,On Time,0,Not Applicable,133067.81,2228,1
TRIP001054,2025-04-04,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD06,Electrical Cables,25.12,VH017,Container 32ft MXL,28,TR06,Ganesh Roadlines,2025-04-04 07:58,2025-04-04 11:09,2025-04-04 12:03,2025-04-04 12:18,2025-04-05,2025-04-05,On Time,0,Not Applicable,41195.46,675,1
TRIP008573,2025-04-04,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD08,Textile Rolls,18.0,VH019,Container 20ft,18,TR07,Om Sai Transport,2025-04-04 06:53,2025-04-04 09:44,2025-04-04 10:31,2025-04-04 11:00,2025-04-05,2025-04-05,On Time,0,Not Applicable,20906.01,454,1
TRIP007066,2025-04-05,PL06,Indore Manufacturing Unit,Nagpur,Indore - Nagpur,PD04,PVC Granules,29.09,VH051,Trailer 40ft,35,TR07,Om Sai Transport,2025-04-05 10:01,2025-04-05 12:49,2025-04-05 13:22,2025-04-05 13:38,2025-04-06,2025-04-05,On Time,0,Not Applicable,22165.75,320,1
TRIP006331,2025-04-06,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD04,PVC Granules,26.81,VH011,Container 32ft MXL,28,TR18,Deccan Transport Co.,2025-04-06 09:41,2025-04-06 11:18,2025-04-06 11:50,2025-04-06 12:16,2025-04-09,2025-04-08,On Time,0,Not Applicable,144806.48,1981,1
TRIP006921,2025-04-06,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD02,Steel Pipes,7.82,VH060,Open Truck 6 Tyre,9,TR15,Apex Logistics India,2025-04-06 09:11,2025-04-06 11:53,2025-04-06 12:48,2025-04-06 13:11,2025-04-08,2025-04-08,On Time,0,Not Applicable,41020.59,2077,1
TRIP008139,2025-04-07,PL02,Chennai Production Plant,Nagpur,Chennai - Nagpur,PD05,Auto Components,17.32,VH026,Container 32ft SXL,22,TR09,Sunrise Logistics Solutions,2025-04-07 09:10,2025-04-07 11:45,2025-04-07 12:07,2025-04-07 12:43,2025-04-09,2025-04-09,On Time,0,Not Applicable,49604.03,1212,1
TRIP002964,2025-04-07,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD07,Packaged Tiles,23.59,VH013,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-04-07 06:52,2025-04-07 09:24,2025-04-07 10:17,2025-04-07 10:49,2025-04-08,2025-04-08,On Time,0,Not Applicable,39004.14,718,1
TRIP000102,2025-04-07,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD01,Steel Coils,26.39,VH059,Container 32ft MXL,28,TR05,Speedway Logistics Pvt Ltd,2025-04-07 10:10,2025-04-07 11:57,2025-04-07 12:52,2025-04-07 13:30,2025-04-08,2025-04-08,On Time,0,Not Applicable,47138.27,691,1
TRIP010568,2025-04-07,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD01,Steel Coils,9.0,VH027,Open Truck 6 Tyre,9,TR13,Punjab Truck Union,2025-04-07 10:13,2025-04-07 13:07,2025-04-07 13:43,2025-04-07 13:54,2025-04-09,2025-04-09,On Time,0,Not Applicable,46468.45,2021,1
TRIP009454,2025-04-07,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD02,Steel Pipes,25.32,VH032,Container 32ft MXL,28,TR03,Vishal Transport Co.,2025-04-07 07:23,2025-04-07 09:54,2025-04-07 10:42,2025-04-07 10:59,2025-04-08,2025-04-08,On Time,0,Not Applicable,47563.36,721,1
TRIP009859,2025-04-08,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD02,Steel Pipes,8.24,VH014,Open Truck 6 Tyre,9,TR08,Kaveri Cargo Movers,2025-04-08 08:11,2025-04-08 10:48,2025-04-08 11:46,2025-04-08 12:06,2025-04-10,2025-04-12,Delayed,2,Toll/Checkpoint Delay,44086.42,2214,0
TRIP002632,2025-04-08,PL05,Hyderabad Assembly Unit,Ahmedabad,Hyderabad - Ahmedabad,PD08,Textile Rolls,32.57,VH003,Trailer 40ft,35,TR17,United Freight Corporation,2025-04-08 07:51,2025-04-08 09:51,2025-04-08 10:48,2025-04-08 11:00,2025-04-10,2025-04-10,On Time,0,Not Applicable,99859.44,1285,1
TRIP003245,2025-04-09,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD07,Packaged Tiles,17.49,VH047,Container 32ft SXL,22,TR07,Om Sai Transport,2025-04-09 08:09,2025-04-09 10:50,2025-04-09 11:07,2025-04-09 11:36,2025-04-10,2025-04-10,On Time,0,Not Applicable,28465.26,682,1
TRIP003449,2025-04-09,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD04,PVC Granules,26.23,VH032,Container 32ft MXL,28,TR03,Vishal Transport Co.,2025-04-09 10:50,2025-04-09 12:33,2025-04-09 12:59,2025-04-09 13:24,2025-04-10,2025-04-10,On Time,0,Not Applicable,53047.12,820,1
TRIP011999,2025-04-09,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD02,Steel Pipes,21.45,VH011,Container 32ft MXL,28,TR18,Deccan Transport Co.,2025-04-09 08:25,2025-04-09 10:47,2025-04-09 11:13,2025-04-09 11:23,2025-04-10,2025-04-10,On Time,0,Not Applicable,43267.06,734,1
TRIP001122,2025-04-09,PL02,Chennai Production Plant,Bhopal,Chennai - Bhopal,PD08,Textile Rolls,27.09,VH022,Container 32ft MXL,28,TR02,Shree Balaji Logistics,2025-04-09 08:30,2025-04-09 09:58,2025-04-09 10:44,2025-04-09 10:59,2025-04-11,2025-04-11,On Time,0,Not Applicable,98193.14,1564,1
TRIP009929,2025-04-09,PL02,Chennai Production Plant,Kolkata,Chennai - Kolkata,PD04,PVC Granules,8.63,VH012,Open Truck 10 Tyre,16,TR12,Trident Transport Services,2025-04-09 10:28,2025-04-09 12:06,2025-04-09 12:21,2025-04-09 12:43,2025-04-11,2025-04-10,On Time,0,Not Applicable,34382.59,1658,1
TRIP004786,2025-04-11,PL01,Pune Manufacturing Unit,Nagpur,Pune - Nagpur,PD01,Steel Coils,8.87,VH043,Open Truck 6 Tyre,9,TR11,Reliable Roadways,2025-04-11 07:22,2025-04-11 09:36,2025-04-11 10:29,2025-04-11 11:10,2025-04-12,2025-04-11,On Time,0,Not Applicable,10120.69,457,1
TRIP004650,2025-04-11,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD01,Steel Coils,20.1,VH047,Container 32ft SXL,22,TR07,Om Sai Transport,2025-04-11 08:17,2025-04-11 10:13,2025-04-11 10:53,2025-04-11 11:03,2025-04-12,2025-04-12,On Time,0,Not Applicable,34330.45,739,1
TRIP007756,2025-04-11,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD05,Auto Components,28.0,VH015,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-04-11 09:44,2025-04-11 11:26,2025-04-11 11:58,2025-04-11 12:29,2025-04-12,2025-04-12,On Time,0,Not Applicable,53350.82,773,1
TRIP005358,2025-04-11,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD05,Auto Components,27.19,VH038,Container 32ft MXL,28,TR07,Om Sai Transport,2025-04-11 06:00,2025-04-11 08:09,2025-04-11 08:53,2025-04-11 09:23,2025-04-12,2025-04-12,On Time,0,Not Applicable,49875.8,739,1
TRIP000938,2025-04-11,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD01,Steel Coils,27.36,VH022,Container 32ft MXL,28,TR02,Shree Balaji Logistics,2025-04-11 09:27,2025-04-11 10:18,2025-04-11 10:48,2025-04-11 11:14,2025-04-12,2025-04-12,On Time,0,Not Applicable,39190.54,663,1
TRIP005887,2025-04-12,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD06,Electrical Cables,17.11,VH004,Container 20ft,18,TR06,Ganesh Roadlines,2025-04-12 06:23,2025-04-12 07:09,2025-04-12 07:34,2025-04-12 08:05,2025-04-13,2025-04-12,On Time,0,Not Applicable,31231.23,767,1
TRIP003895,2025-04-12,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD02,Steel Pipes,14.05,VH052,Open Truck 10 Tyre,16,TR17,United Freight Corporation,2025-04-12 07:26,2025-04-12 09:59,2025-04-12 10:24,2025-04-12 11:08,2025-04-14,2025-04-14,On Time,0,Not Applicable,72767.13,2161,1
TRIP002877,2025-04-13,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD06,Electrical Cables,27.99,VH005,Trailer 40ft,35,TR08,Kaveri Cargo Movers,2025-04-13 10:20,2025-04-13 12:31,2025-04-13 12:46,2025-04-13 13:28,2025-04-14,2025-04-14,On Time,0,Not Applicable,36195.36,521,1
TRIP007693,2025-04-13,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD06,Electrical Cables,14.45,VH018,Container 32ft SXL,22,TR04,National Freight Movers,2025-04-13 07:54,2025-04-13 10:09,2025-04-13 10:52,2025-04-13 11:31,2025-04-15,2025-04-14,On Time,0,Not Applicable,43327.64,1214,1
TRIP011102,2025-04-13,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD05,Auto Components,9.1,VH050,Container 20ft,18,TR18,Deccan Transport Co.,2025-04-13 06:54,2025-04-13 09:34,2025-04-13 10:22,2025-04-13 11:05,2025-04-14,2025-04-13,On Time,0,Not Applicable,12063.35,481,1
TRIP001698,2025-04-13,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD06,Electrical Cables,19.22,VH033,Container 32ft SXL,22,TR09,Sunrise Logistics Solutions,2025-04-13 10:21,2025-04-13 11:10,2025-04-13 11:29,2025-04-13 11:48,2025-04-14,2025-04-15,Delayed,1,Customer Site Congestion,19561.94,467,0
TRIP008303,2025-04-14,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD04,PVC Granules,17.34,VH041,Container 32ft SXL,22,TR13,Punjab Truck Union,2025-04-14 10:34,2025-04-14 13:15,2025-04-14 14:08,2025-04-14 14:25,2025-04-15,2025-04-15,On Time,0,Not Applicable,32276.59,693,1
TRIP005837,2025-04-14,PL02,Chennai Production Plant,Guwahati,Chennai - Guwahati,PD08,Textile Rolls,18.66,VH009,Container 32ft SXL,22,TR10,Metro Freight Carriers,2025-04-14 06:40,2025-04-14 08:02,2025-04-14 08:39,2025-04-14 09:22,2025-04-17,2025-04-17,On Time,0,Not Applicable,107744.17,2770,1
TRIP006715,2025-04-14,PL02,Chennai Production Plant,Bhopal,Chennai - Bhopal,PD03,Cement Bags,14.7,VH018,Container 32ft SXL,22,TR04,National Freight Movers,2025-04-14 08:38,2025-04-14 10:29,2025-04-14 10:58,2025-04-14 11:28,2025-04-16,2025-04-16,On Time,0,Not Applicable,59473.89,1561,1
TRIP001792,2025-04-14,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD01,Steel Coils,15.25,VH029,Open Truck 10 Tyre,16,TR17,United Freight Corporation,2025-04-14 07:14,2025-04-14 09:19,2025-04-14 10:08,2025-04-14 10:43,2025-04-16,2025-04-17,Delayed,1,Documentation Delay,76278.3,2078,0
TRIP005021,2025-04-15,PL02,Chennai Production Plant,Bhopal,Chennai - Bhopal,PD07,Packaged Tiles,28.0,VH017,Container 32ft MXL,28,TR06,Ganesh Roadlines,2025-04-15 07:00,2025-04-15 09:32,2025-04-15 09:53,2025-04-15 10:15,2025-04-17,2025-04-17,On Time,0,Not Applicable,98404.73,1508,1
TRIP005131,2025-04-15,PL02,Chennai Production Plant,Guwahati,Chennai - Guwahati,PD07,Packaged Tiles,27.09,VH015,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-04-15 09:20,2025-04-15 11:42,2025-04-15 12:00,2025-04-15 12:32,2025-04-18,2025-04-19,Delayed,1,Loading Delay at Plant,183505.89,2730,0
TRIP005028,2025-04-15,PL01,Pune Manufacturing Unit,Guwahati,Pune - Guwahati,PD04,PVC Granules,7.24,VH028,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-04-15 08:49,2025-04-15 12:16,2025-04-15 13:10,2025-04-15 13:30,2025-04-17,2025-04-17,On Time,0,Not Applicable,38170.89,2064,1
